date-time,latitude,longitude,depth,RMS,Nphs,errH,errZ,Mamp,errOT,stderrX,stderrY,publicId
2016-10-21T08:06:32.740000Z,42.70133,13.25167,7.93,0.03647,34,0.197,0.2253,0.0,0.01545,0.1185,0.1574,8602331
2016-10-21T08:07:58.950000Z,42.69983,13.2495,8.081,0.02917,34,0.221,0.2059,0.0,0.01575,0.1199,0.1859,8602361
2016-10-21T08:27:23.080000Z,42.73717,13.19367,3.571,0.05809,27,0.216,0.2923,0.0,0.01734,0.1291,0.1735,8602511
2016-10-21T08:28:06.819000Z,42.775,13.09795,9.175,0.08885,20,0.282,0.3892,0.0,0.02129,0.1535,0.2362,8602551
2016-10-21T08:30:55.520000Z,42.77167,13.10492,9.835,0.05684,43,0.155,0.2747,0.0,0.01345,0.1031,0.1161,8602561
2016-10-21T08:31:56.050000Z,42.77083,13.10648,9.03,0.02814,14,0.445,0.5421,0.0,0.02535,0.1761,0.4088,8602591
2016-10-21T08:38:48.850000Z,42.771,13.10465,8.698,0.04912,15,0.44,0.8199,0.0,0.02414,0.176,0.4038,8602631
2016-10-21T08:47:26.370000Z,42.8595,13.2595,0.942,0.01312,6,0.74,0.8423,0.0,0.03905,0.2233,0.7056,8602701
2016-10-21T09:19:26.310000Z,42.795,13.25283,3.011,0.07316,36,0.182,0.3587,0.0,0.0148,0.1012,0.1509,8603031
2016-10-21T09:33:46.520000Z,42.74917,13.231,9.356,0.05425,17,0.276,0.609,0.0,0.02254,0.1813,0.2078,8603111
2016-10-21T09:37:25.130000Z,42.86517,13.238,2.786,0.03333,12,0.365,0.3923,0.0,0.02726,0.2091,0.2997,8603141
2016-10-21T09:38:03.590000Z,42.8665,13.07713,2.933,0.03715,18,0.271,0.2653,0.0,0.02301,0.1603,0.2188,8603161
2016-10-21T10:01:09.144000Z,42.86783,13.07535,3.176,0.06985,21,0.24,0.2375,0.0,0.02048,0.1482,0.1893,8603261
2016-10-21T10:17:38.270000Z,42.896,13.23883,3.23,0.03481,17,0.288,0.2444,0.0,0.02238,0.1858,0.2197,8603341
2016-10-21T10:21:35.810000Z,42.7525,13.1845,4.946,0.05694,32,0.194,0.3366,0.0,0.01636,0.1157,0.1562,8603381
2016-10-21T11:16:08.340999Z,42.86867,13.07425,3.187,0.04492,25,0.219,0.2076,0.0,0.01823,0.1359,0.172,8603671
2016-10-21T12:07:26.330000Z,42.80867,13.17867,9.286,0.03404,9,0.583,0.6742,0.0,0.03145,0.2309,0.535,8603981
2016-10-21T12:09:32.150000Z,42.76933,13.15302,2.371,0.1045,11,0.467,0.5669,0.0,0.02909,0.1906,0.4265,8604001
