date-time,latitude,longitude,depth,RMS,Nphs,errH,errZ,Mamp,errOT,stderrX,stderrY,publicId
2016-10-21T22:07:59.170000Z,42.888,13.22733,2.339,0.1097,22,0.31,0.2975,0.0,0.02591,0.2063,0.2314,8608351
2016-10-21T22:16:05.142000Z,42.86817,13.2405,4.116,0.03245,15,0.323,0.3131,0.0,0.02422,0.2023,0.2516,8608441
2016-10-21T22:36:24.950000Z,42.81667,13.269,0.5574,0.05625,19,0.202,0.293,0.0,0.02103,0.1157,0.1656,8608591
2016-10-21T22:42:08.513000Z,42.73283,13.188,4.421,0.08741,51,0.14,0.1815,0.0,0.01218,0.08357,0.1126,8608651
2016-10-21T22:47:00.818500Z,42.87517,13.06998,3.482,0.07134,23,0.225,0.2252,0.0,0.01922,0.1424,0.1745,8608741
2016-10-21T22:50:26.420000Z,42.86017,13.16683,3.03,0.01806,9,0.419,0.3841,0.0,0.03335,0.2135,0.3603,8608791
2016-10-21T22:56:04.387000Z,42.86517,13.07677,2.916,0.03669,15,0.29,0.2625,0.0,0.02468,0.1731,0.2326,8608861
2016-10-21T23:05:23.530000Z,42.854,13.2125,6.192,0.04422,23,0.224,0.2376,0.0,0.01824,0.1503,0.1658,8609001
2016-10-21T23:12:55.500000Z,42.88017,13.06625,4.721,0.05636,14,0.3,0.2566,0.0,0.02562,0.1988,0.2251,8609081
2016-10-21T23:16:47.120000Z,42.87817,13.2355,2.745,0.03176,9,0.529,0.5469,0.0,0.03273,0.3379,0.4071,8609111
2016-10-21T23:31:50.600000Z,42.7345,13.19367,4.751,0.1439,24,0.235,0.3644,0.0,0.01925,0.1537,0.1779,8609221
