date-time, latitude, longitude, depth, RMS, Nphs, Gap, Dist, errH, errZ, Mamp, Mdur, expect_lat, expect_lon, expect_z, EllipsoidAz1, EllipsoidDip1, EllipsoidLen1, EllipsoidAz2, EllipsoidDip2, EllipsoidLen2, EllipsoidLen3, minHorUnc, maxHorUnc, azMaxHorUnc, pdfVolume, mech_strike, mech_dip, mech_rake, mech_misfit, mech_Nobs, publicId
2016-10-30T01:09:11.058194, 42.8372, 13.1614, 7.7734, 0.0996308, 46, 114.0, 3.05536, 1.73627, 2.1122956, -9.9, -9.9, 42.8404, 13.1620, 7.2475, 77.3241, 11.0676, 0.236779, 158.808, -37.127, 0.354321, 3.369793, 0.201627, 1.73627, 0.955864, 0.06783014, -999.0, -99.0, -99.0, -1.0, -1, 8851011
2016-10-30T01:16:01.418951, 42.8776, 13.1775, 1.5391, 0.0893793, 62, 36.0, 2.49839, 0.269445, 0.32147995, -9.9, -9.9, 42.8777, 13.1779, 1.5757, 185.782, 6.66254, 0.193059, 279.255, 27.4053, 0.304498, 0.4227879, 0.158784, 0.269445, 92.5466, 0.04003483, -999.0, -99.0, -99.0, -1.0, -1, 8851231
2016-10-30T01:17:48.776910, 42.7359, 13.1907, 3.6289, 0.0473912, 47, 57.0, 3.01549, 0.147883, 0.2658976, -9.9, -9.9, 42.7359, 13.1906, 3.6237, 88.2656, 2.74583, 0.150507, 178.913, 13.2661, 0.170442, 0.3363742, 0.121814, 0.147883, 173.46, 0.01227588, -999.0, -99.0, -99.0, -1.0, -1, 8851301
2016-10-30T01:18:57.233147, 42.8784, 13.1825, 1.3242, 0.135338, 30, 51.0, 2.46984, 0.334825, 0.2859237, -9.9, -9.9, 42.8784, 13.1823, 1.3392, 172.14, 5.3476, 0.197021, 268.994, 51.8939, 0.240729, 0.4897277, 0.159547, 0.334825, 78.5944, 0.01839849, -999.0, -99.0, -99.0, -1.0, -1, 8851341
2016-10-30T01:21:42.595215, 42.8918, 13.1988, 0.8242, 0.0624913, 27, 51.0, 2.32431, 0.202765, 0.2604247, -9.9, -9.9, 42.8925, 13.1984, 0.9235, 11.1322, -26.1603, 0.162518, 271.54, -18.7396, 0.200039, 0.3674264, 0.149359, 0.202765, 139.083, 0.03109585, -999.0, -99.0, -99.0, -1.0, -1, 8851461
2016-10-30T01:25:41.360368, 42.8817, 13.0626, 7.6836, 0.0565923, 48, 45.0, 3.69519, 0.796145, 0.20956302, -9.9, -9.9, 42.8869, 13.0624, 7.6492, 86.2722, 8.08386, 0.11961, 268.459, 81.9103, 0.261625, 0.9863283, 0.100095, 0.796145, 176.313, 0.01105509, -999.0, -99.0, -99.0, -1.0, -1, 8851591
2016-10-30T01:25:59.358088, 42.8764, 13.1750, 2.0391, 0.0552435, 28, 49.0, 2.44754, 0.225919, 0.29945427, -9.9, -9.9, 42.8763, 13.1751, 2.0791, 193.327, -10.5749, 0.200063, 279.18, 21.1754, 0.256367, 0.3908787, 0.166549, 0.225919, 112.218, 0.04158676, -999.0, -99.0, -99.0, -1.0, -1, 8851611
2016-10-30T01:26:35.995193, 42.9169, 13.0359, 8.9922, 0.070481, 43, 68.0, 3.23291, 0.345985, 0.49023393, -9.9, -9.9, 42.9170, 13.0359, 9.0086, 14.6408, -1.84356, 0.255523, 284.142, -15.1416, 0.411126, 0.6195484, 0.206712, 0.345985, 105.486, 0.1244141, -999.0, -99.0, -99.0, -1.0, -1, 8851651
2016-10-30T01:30:43.418939, 42.8622, 13.1831, 1.6445, 0.0698545, 52, 36.0, 0.747604, 0.631764, 0.3296118, -9.9, -9.9, 42.8621, 13.1817, 1.6654, 313.247, -72.7787, 0.35693, 196.788, -7.86279, 0.55846, 0.8050202, 0.447986, 0.631764, 103.356, 0.02298146, -999.0, -99.0, -99.0, -1.0, -1, 8851741
2016-10-30T01:31:18.254476, 42.7326, 13.1696, 2.6543, 0.0570012, 64, 41.0, 3.68293, 0.0833998, 0.16147217, -9.9, -9.9, 42.7325, 13.1696, 2.6625, 81.8063, 0.765331, 0.0856119, 171.866, 4.44588, 0.102452, 0.2005021, 0.0691314, 0.0833998, 171.28, 0.003510181, -999.0, -99.0, -99.0, -1.0, -1, 8851761
2016-10-30T01:33:16.415814, 42.8587, 13.0958, 6.2461, 0.0773835, 31, 59.0, 7.202, 0.346565, 0.27292368, -9.9, -9.9, 42.8591, 13.0956, 6.2743, 260.475, 5.14116, 0.145166, 341.863, -59.0005, 0.279056, 0.4704756, 0.118722, 0.346565, 172.461, 0.01542805, -999.0, -99.0, -99.0, -1.0, -1, 8851871
2016-10-30T01:35:45.352755, 42.8197, 13.0927, 7.7305, 0.0638284, 47, 41.0, 8.54466, 0.131255, 0.34046757, -9.9, -9.9, 42.8198, 13.0926, 7.7403, 15.9076, -1.57313, 0.144107, 285.891, -0.62044, 0.162551, 0.4219544, 0.116652, 0.131255, 106.373, 0.02149485, -999.0, -99.0, -99.0, -1.0, -1, 8851971
2016-10-30T01:40:34.619332, 42.8598, 13.2417, 3.7148, 0.0597187, 36, 55.0, 4.39792, 0.0796108, 0.22449666, -9.9, -9.9, 42.8597, 13.2415, 3.6827, 13.2985, -8.47739, 0.0824274, 282.72, -3.87545, 0.0950515, 0.2815073, 0.0721842, 0.0796108, 130.625, 0.004540959, -999.0, -99.0, -99.0, -1.0, -1, 8852111
2016-10-30T01:44:09.017851, 42.8196, 13.0941, 8.1055, 0.0449759, 64, 41.0, 8.58176, 0.132773, 0.28527418, -9.9, -9.9, 42.8194, 13.0939, 8.1517, 340.719, 3.6437, 0.122412, 251.037, -4.98092, 0.162094, 0.3551111, 0.100184, 0.132773, 68.0115, 0.01362515, -999.0, -99.0, -99.0, -1.0, -1, 8852251
2016-10-30T01:44:37.563406, 42.8584, 13.1586, 2.7773, 0.057113, 36, 41.0, 2.40788, 0.335611, 0.5639804, -9.9, -9.9, 42.8587, 13.1603, 3.0193, 86.6447, -28.3378, 0.155693, 352.674, -7.31651, 0.203566, 0.7972102, 0.161798, 0.335611, 67.9029, 0.0237235, -999.0, -99.0, -99.0, -1.0, -1, 8852271
2016-10-30T01:44:57.180461, 42.9208, 13.1605, 1.4258, 0.0598765, 48, 45.0, 2.55048, 0.115524, 0.23990904, -9.9, -9.9, 42.9209, 13.1604, 1.4476, 119.144, -8.36228, 0.121225, 28.4496, -4.71454, 0.140796, 0.3006905, 0.102468, 0.115524, 40.5942, 0.009475338, -999.0, -99.0, -99.0, -1.0, -1, 8852311
2016-10-30T01:47:14.394545, 42.8170, 13.0920, 8.5742, 0.0647821, 82, 31.0, 8.25273, 0.11638, 0.21372682, -9.9, -9.9, 42.8171, 13.0921, 8.5715, 145.934, 0.818488, 0.106531, 235.996, 4.3269, 0.143189, 0.2653371, 0.0860353, 0.11638, 55.6081, 0.008586692, -999.0, -99.0, -99.0, -1.0, -1, 8852391
2016-10-30T01:48:34.681426, 42.8349, 13.1641, 7.8398, 0.0616449, 47, 76.0, 3.10074, 0.16367, 0.2215996, -9.9, -9.9, 42.8350, 13.1642, 7.8235, 149.015, 3.5848, 0.115202, 240.04, 15.9388, 0.194983, 0.2805182, 0.0937833, 0.16367, 57.6188, 0.01296405, -999.0, -99.0, -99.0, -1.0, -1, 8852411
2016-10-30T01:52:10.877781, 42.8954, 13.0565, 7.8555, 0.0628066, 46, 50.0, 3.1024, 0.280242, 0.19600816, -9.9, -9.9, 42.8947, 13.0569, 7.8618, 247.937, -9.31346, 0.105729, 314.611, 67.5024, 0.224488, 0.3608647, 0.08951, 0.280242, 160.189, 0.0140916, -999.0, -99.0, -99.0, -1.0, -1, 8852531
2016-10-30T01:54:56.061616, 42.8938, 13.1563, 2.4648, 0.0664227, 32, 46.0, 3.306, 0.228775, 0.19909403, -9.9, -9.9, 42.8941, 13.1565, 2.4433, 300.116, 12.6684, 0.110894, 224.789, -48.4128, 0.162937, 0.3400839, 0.0932258, 0.228775, 21.771, 0.00533379, -999.0, -99.0, -99.0, -1.0, -1, 8852611
2016-10-30T01:56:01.300232, 42.8906, 13.0776, 4.5586, 0.0564968, 52, 43.0, 4.77728, 0.360778, 0.8014278, -9.9, -9.9, 42.8914, 13.0774, 4.7414, 269.828, -4.26817, 0.110573, 1.62472, -22.7895, 0.150326, 1.07856, 0.0905315, 0.360778, 170.355, 0.01029218, -999.0, -99.0, -99.0, -1.0, -1, 8852641
